Alert_Name,Timestamp,GPS_Lat,GPS_Lon,Camera_Source,Details
HIGH_TEMPERATURE,2026-04-08 00:20:31,NO_FIX,NO_FIX,temperature_sensor,54.1°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:20:37,NO_FIX,NO_FIX,temperature_sensor,54.5°C > threshold 18.0°C
PERSON_IN_CARGO,2026-04-08 00:20:39,NO_FIX,NO_FIX,cargo_camera,conf=0.74
HIGH_TEMPERATURE,2026-04-08 00:20:43,NO_FIX,NO_FIX,temperature_sensor,54.7°C > threshold 18.0°C
PERSON_IN_CARGO,2026-04-08 00:20:44,NO_FIX,NO_FIX,cargo_camera,conf=0.55
HIGH_TEMPERATURE,2026-04-08 00:20:49,NO_FIX,NO_FIX,temperature_sensor,54.9°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:20:56,NO_FIX,NO_FIX,temperature_sensor,54.8°C > threshold 18.0°C
PERSON_IN_CARGO,2026-04-08 00:21:01,NO_FIX,NO_FIX,cargo_camera,conf=0.63
HIGH_TEMPERATURE,2026-04-08 00:21:02,NO_FIX,NO_FIX,temperature_sensor,54.9°C > threshold 18.0°C
CARGO_OBJECT_MISSING,2026-04-08 00:21:05,NO_FIX,NO_FIX,cargo_camera,laptop expected:1 seen:0
HIGH_TEMPERATURE,2026-04-08 00:21:08,NO_FIX,NO_FIX,temperature_sensor,55.3°C > threshold 18.0°C
CARGO_OBJECT_MISSING,2026-04-08 00:21:10,NO_FIX,NO_FIX,cargo_camera,laptop expected:1 seen:0
HIGH_TEMPERATURE,2026-04-08 00:21:14,NO_FIX,NO_FIX,temperature_sensor,54.9°C > threshold 18.0°C
CARGO_OBJECT_MISSING,2026-04-08 00:21:15,NO_FIX,NO_FIX,cargo_camera,laptop expected:1 seen:0
PERSON_IN_CARGO,2026-04-08 00:21:19,NO_FIX,NO_FIX,cargo_camera,conf=0.64
HIGH_TEMPERATURE,2026-04-08 00:21:21,NO_FIX,NO_FIX,temperature_sensor,54.8°C > threshold 18.0°C
CARGO_OBJECT_MISSING,2026-04-08 00:21:21,NO_FIX,NO_FIX,cargo_camera,laptop expected:1 seen:0
CARGO_OBJECT_MISSING,2026-04-08 00:21:26,NO_FIX,NO_FIX,cargo_camera,laptop expected:1 seen:0
HIGH_TEMPERATURE,2026-04-08 00:21:27,NO_FIX,NO_FIX,temperature_sensor,55.1°C > threshold 18.0°C
PERSON_IN_CARGO,2026-04-08 00:21:27,NO_FIX,NO_FIX,cargo_camera,conf=0.52
CARGO_OBJECT_MISSING,2026-04-08 00:21:31,NO_FIX,NO_FIX,cargo_camera,laptop expected:1 seen:0
HIGH_TEMPERATURE,2026-04-08 00:21:33,NO_FIX,NO_FIX,temperature_sensor,54.7°C > threshold 18.0°C
CARGO_OBJECT_MISSING,2026-04-08 00:21:36,NO_FIX,NO_FIX,cargo_camera,laptop expected:1 seen:0
PERSON_IN_CARGO,2026-04-08 00:21:39,NO_FIX,NO_FIX,cargo_camera,conf=0.69
HIGH_TEMPERATURE,2026-04-08 00:21:39,NO_FIX,NO_FIX,temperature_sensor,54.9°C > threshold 18.0°C
CARGO_OBJECT_MISSING,2026-04-08 00:21:41,NO_FIX,NO_FIX,cargo_camera,laptop expected:1 seen:0
PERSON_IN_CARGO,2026-04-08 00:21:45,NO_FIX,NO_FIX,cargo_camera,conf=0.52
HIGH_TEMPERATURE,2026-04-08 00:21:46,NO_FIX,NO_FIX,temperature_sensor,54.9°C > threshold 18.0°C
CARGO_OBJECT_MISSING,2026-04-08 00:21:46,NO_FIX,NO_FIX,cargo_camera,laptop expected:1 seen:0
PERSON_IN_CARGO,2026-04-08 00:21:50,NO_FIX,NO_FIX,cargo_camera,conf=0.66
CARGO_OBJECT_MISSING,2026-04-08 00:21:52,NO_FIX,NO_FIX,cargo_camera,laptop expected:1 seen:0
HIGH_TEMPERATURE,2026-04-08 00:21:52,NO_FIX,NO_FIX,temperature_sensor,55.0°C > threshold 18.0°C
CARGO_OBJECT_MISSING,2026-04-08 00:21:57,NO_FIX,NO_FIX,cargo_camera,laptop expected:1 seen:0
HIGH_TEMPERATURE,2026-04-08 00:21:58,NO_FIX,NO_FIX,temperature_sensor,55.0°C > threshold 18.0°C
CARGO_OBJECT_MISSING,2026-04-08 00:22:02,NO_FIX,NO_FIX,cargo_camera,laptop expected:1 seen:0
HIGH_TEMPERATURE,2026-04-08 00:22:04,NO_FIX,NO_FIX,temperature_sensor,55.2°C > threshold 18.0°C
PERSON_IN_CARGO,2026-04-08 00:22:07,NO_FIX,NO_FIX,cargo_camera,conf=0.62
CARGO_OBJECT_MISSING,2026-04-08 00:22:07,NO_FIX,NO_FIX,cargo_camera,laptop expected:1 seen:0
HIGH_TEMPERATURE,2026-04-08 00:22:11,NO_FIX,NO_FIX,temperature_sensor,55.1°C > threshold 18.0°C
CARGO_OBJECT_MISSING,2026-04-08 00:22:13,NO_FIX,NO_FIX,cargo_camera,laptop expected:1 seen:0
HIGH_TEMPERATURE,2026-04-08 00:22:17,NO_FIX,NO_FIX,temperature_sensor,54.9°C > threshold 18.0°C
CARGO_OBJECT_MISSING,2026-04-08 00:22:18,NO_FIX,NO_FIX,cargo_camera,laptop expected:1 seen:0
PERSON_IN_CARGO,2026-04-08 00:22:20,NO_FIX,NO_FIX,cargo_camera,conf=0.68
HIGH_TEMPERATURE,2026-04-08 00:22:23,NO_FIX,NO_FIX,temperature_sensor,55.2°C > threshold 18.0°C
CARGO_OBJECT_MISSING,2026-04-08 00:22:23,NO_FIX,NO_FIX,cargo_camera,laptop expected:1 seen:0
PERSON_IN_CARGO,2026-04-08 00:22:27,NO_FIX,NO_FIX,cargo_camera,conf=0.56
CARGO_OBJECT_MISSING,2026-04-08 00:22:29,NO_FIX,NO_FIX,cargo_camera,laptop expected:1 seen:0
HIGH_TEMPERATURE,2026-04-08 00:22:29,NO_FIX,NO_FIX,temperature_sensor,54.9°C > threshold 18.0°C
CARGO_OBJECT_MISSING,2026-04-08 00:22:34,NO_FIX,NO_FIX,cargo_camera,laptop expected:1 seen:0
HIGH_TEMPERATURE,2026-04-08 00:22:36,NO_FIX,NO_FIX,temperature_sensor,55.4°C > threshold 18.0°C
CARGO_OBJECT_MISSING,2026-04-08 00:22:40,NO_FIX,NO_FIX,cargo_camera,laptop expected:1 seen:0
HIGH_TEMPERATURE,2026-04-08 00:22:42,NO_FIX,NO_FIX,temperature_sensor,55.0°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:22:48,NO_FIX,NO_FIX,temperature_sensor,55.4°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:22:54,NO_FIX,NO_FIX,temperature_sensor,55.3°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:22:55,NO_FIX,NO_FIX,driver_camera,Yaw=12306.0°
HIGH_TEMPERATURE,2026-04-08 00:23:01,NO_FIX,NO_FIX,temperature_sensor,54.9°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:23:07,NO_FIX,NO_FIX,temperature_sensor,55.3°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:23:13,NO_FIX,NO_FIX,temperature_sensor,55.1°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:23:20,NO_FIX,NO_FIX,temperature_sensor,54.9°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:23:26,NO_FIX,NO_FIX,temperature_sensor,55.0°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:23:32,NO_FIX,NO_FIX,temperature_sensor,54.9°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:23:38,NO_FIX,NO_FIX,temperature_sensor,55.0°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:23:45,NO_FIX,NO_FIX,temperature_sensor,55.0°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:23:51,NO_FIX,NO_FIX,temperature_sensor,55.4°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:23:57,NO_FIX,NO_FIX,temperature_sensor,55.2°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:24:03,NO_FIX,NO_FIX,temperature_sensor,55.3°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:24:10,NO_FIX,NO_FIX,temperature_sensor,55.3°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:24:12,NO_FIX,NO_FIX,driver_camera,Yaw=26055.5°
HIGH_TEMPERATURE,2026-04-08 00:24:16,NO_FIX,NO_FIX,temperature_sensor,54.9°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:24:22,NO_FIX,NO_FIX,temperature_sensor,55.2°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:24:28,NO_FIX,NO_FIX,temperature_sensor,55.0°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:24:35,NO_FIX,NO_FIX,temperature_sensor,55.1°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:24:41,NO_FIX,NO_FIX,temperature_sensor,55.1°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:24:47,NO_FIX,NO_FIX,temperature_sensor,55.2°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:24:53,NO_FIX,NO_FIX,temperature_sensor,54.9°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:25:00,NO_FIX,NO_FIX,temperature_sensor,55.2°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:25:06,NO_FIX,NO_FIX,temperature_sensor,55.2°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:25:12,NO_FIX,NO_FIX,temperature_sensor,55.6°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:25:18,NO_FIX,NO_FIX,temperature_sensor,55.4°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:25:25,NO_FIX,NO_FIX,temperature_sensor,55.4°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:25:31,NO_FIX,NO_FIX,temperature_sensor,55.0°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:25:37,NO_FIX,NO_FIX,temperature_sensor,55.3°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:25:43,NO_FIX,NO_FIX,temperature_sensor,55.2°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:25:50,NO_FIX,NO_FIX,temperature_sensor,55.0°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:25:56,NO_FIX,NO_FIX,temperature_sensor,55.2°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:26:03,NO_FIX,NO_FIX,temperature_sensor,55.1°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:26:09,NO_FIX,NO_FIX,temperature_sensor,55.1°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:26:15,NO_FIX,NO_FIX,temperature_sensor,55.0°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:26:21,NO_FIX,NO_FIX,temperature_sensor,55.1°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:26:28,NO_FIX,NO_FIX,temperature_sensor,54.9°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:26:34,NO_FIX,NO_FIX,temperature_sensor,55.0°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:26:40,NO_FIX,NO_FIX,temperature_sensor,55.1°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:26:46,NO_FIX,NO_FIX,temperature_sensor,55.4°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:26:53,NO_FIX,NO_FIX,temperature_sensor,55.3°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:26:59,NO_FIX,NO_FIX,temperature_sensor,55.3°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:27:05,NO_FIX,NO_FIX,temperature_sensor,55.2°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:27:11,NO_FIX,NO_FIX,temperature_sensor,55.3°C > threshold 18.0°C
